group_name,group_id,survey_name,survey_id,status_code
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,LINC Engage Follow-up Survey (third reunion),SV_6VEvBdNkjZ2AoT3,404
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,Linc Engage Input Survey ARCHIVED,SV_6AsjrryTgd6FOoB,401
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,Linc Engage Input Survey REVISED,SV_237nHyVpUfgiaXP,401
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,Linc Engage Input Survey REVISED - cohort 5,SV_6sP7xuCu7ZmwYHI,404
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,Linc Engage Learner Progress Report Data Entry,SV_0CD7Xm1bW4VAiax,401
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,LINC Engage Soft Skills Reflections,SV_eDoiMTfG9SnLqIZ,401
IRCC - Creative LINC,GR_eWggPOfPGKNlplk,LINC Program Registration Form,SV_2f9d67THHfAc2a1,404
LINC Co-Design,GR_eaPI4e9Dw2ZzNem,TBD,TBD,400
LBS,GR_cMUF4PL43d4NHzU,Working Table 1 Feedback Survey,SV_4U9ZH8k2972kTc1,200
LBS,GR_cMUF4PL43d4NHzU,Working Table 2 Feedback Survey,SV_eLqNrBmxdS7TiYt,200
LBS,GR_cMUF4PL43d4NHzU,Working Table 3 Feedback Survey,SV_5vtvkx1EICemfFb,200
LBS,GR_cMUF4PL43d4NHzU,Reference Group 1 Feedback Survey,SV_afuReAvTi65GHMp,200
LEF - ILLI,GR_dgvmJtvrn0Vgq45,Early Childhood Assistant Survey,SV_aUW4r4GauRXKM3r,200
LEF - ILLI,GR_dgvmJtvrn0Vgq45,Early Childhood Assistant Survey,SV_aUW4r4GauRXKM3r,200
Magnet ALIGN,GR_81TexcXNxFO2hhA,Participant follow-up,SV_9YnInsI4huRTIAB,200
Magnet ALIGN,GR_81TexcXNxFO2hhA,Employer follow-up,SV_9LENJ4oS909zhYx,200
Magnet ALIGN,GR_81TexcXNxFO2hhA,Training Partner Survey,SV_7QIDNevX1LNMjbL,200
Magnet ALIGN,GR_81TexcXNxFO2hhA,Magnet ALiGN Evaluation - Advisory Survey,SV_2cynwqThz5UQdtb,200
Magnet ALIGN,GR_81TexcXNxFO2hhA,Magnet_ALiGN - Demographics Survey,SV_4ZNciZ9D8O3UraZ,200
NEET,GR_0HuypWgPjiz9wlD,ALL Merge before 6/19,SV_cOWKojDluGJ7JDD,200
NEET,GR_0HuypWgPjiz9wlD,Gift Card Survey,SV_bwtfAU3MFbYaErH,404
